CAMPAÑA FINAL;MES;BASE;Altas;Ingresos
Millenium Masivo;1/05/2025;Servicios Fijo;65; $ 2.938.300 
Millenium Web Center;1/05/2025;Servicios Fijo;35; $ 1.616.065 
Nexa Masivo;1/05/2025;Servicios Fijo;36; $ 1.616.065 
ABAI Masivo;1/05/2025;Tecnología;47; $ 12.258.140 
ABAI Proactivo;1/05/2025;Tecnología;4; $ 1.156.205 
ABAI Segundo Anillo;1/05/2025;Tecnología;12; $ 3.044.299 
Almacontact Swat;1/05/2025;Tecnología;8; $ 1.982.080 
AQI  Segundo Anillo;1/05/2025;Tecnología;3; $ 846.390 
AQI Masivo Barranquilla;1/05/2025;Tecnología;21; $ 5.421.335 
AQI Whatsapp;1/05/2025;Tecnología;20; $ 5.211.600 
Atento  Segundo Anillo;1/05/2025;Tecnología;52; $ 13.399.182 
Atento Clientes Criticos;1/05/2025;Tecnología;2; $ 492.437 
Atento Proactivo;1/05/2025;Tecnología;19; $ 4.936.840 
Atento Swat Bogotá;1/05/2025;Tecnología;69; $ 17.980.768 
Atento Traslados Pereira;1/05/2025;Tecnología;118; $ 30.653.521 
BRM Filtro;1/05/2025;Tecnología;59; $ 15.224.398 
BRM Masivo Medellín;1/05/2025;Tecnología;50; $ 13.105.730 
BRM Whatsapp;1/05/2025;Tecnología;31; $ 7.954.302 
COS Fidelización Bogotá;1/05/2025;Tecnología;3; $ 897.850 
COS Masivo Bogotá;1/05/2025;Tecnología;32; $ 8.435.678 
COS Segundo Anillo;1/05/2025;Tecnología;3; $ 795.352 
Latcom;1/05/2025;Tecnología;2; $ 492.437 
Millenium Masivo;1/05/2025;Tecnología;18; $ 4.770.832 
Millenium Web Center;1/05/2025;Tecnología;8; $ 2.090.683 
Nexa Masivo;1/05/2025;Tecnología;16; $ 4.232.656 
ABAI Masivo;1/05/2025;Terminales;80; $ 96.241.890 
ABAI Proactivo;1/05/2025;Terminales;12; $ 14.065.140 
ABAI Segundo Anillo;1/05/2025;Terminales;4; $ 4.428.012 
Almacontact Swat;1/05/2025;Terminales;1; $ 1.326.145 
AQI  Segundo Anillo;1/05/2025;Terminales;0; $ -   
AQI Masivo Barranquilla;1/05/2025;Terminales;75; $ 89.912.312 
AQI Whatsapp;1/05/2025;Terminales;42; $ 50.168.515 
Atento  Segundo Anillo;1/05/2025;Terminales;1; $ 1.149.640 
Atento Clientes Criticos;1/05/2025;Terminales;1; $ 1.500.000 
Atento Proactivo;1/05/2025;Terminales;0; $ -   
Atento Swat Bogotá;1/05/2025;Terminales;0; $ 454.716 
Atento Traslados Pereira;1/05/2025;Terminales;1; $ 934.873 
BRM Filtro;1/05/2025;Terminales;117; $ 140.374.955 
BRM Masivo Medellín;1/05/2025;Terminales;56; $ 67.353.030 
BRM Whatsapp;1/05/2025;Terminales;37; $ 43.752.144 
COS Fidelización Bogotá;1/05/2025;Terminales;0; $ -   
COS Masivo Bogotá;1/05/2025;Terminales;220; $ 262.565.544 
COS Segundo Anillo;1/05/2025;Terminales;18; $ 21.796.476 
Latcom;1/05/2025;Terminales;0; $ -   
Millenium Masivo;1/05/2025;Terminales;35; $ 41.429.168 
Millenium Web Center;1/05/2025;Terminales;12; $ 14.695.472 
Nexa Masivo;1/05/2025;Terminales;33; $ 39.674.670 
ABAI Masivo;1/05/2025;UG Fijo;268; $ 4.284.000 
ABAI Proactivo;1/05/2025;UG Fijo;41; $ 660.000 
ABAI Segundo Anillo;1/05/2025;UG Fijo;22; $ 359.680 
Almacontact Swat;1/05/2025;UG Fijo;525; $ 8.400.000 
AQI  Segundo Anillo;1/05/2025;UG Fijo;63; $ 1.007.106 
AQI Masivo Barranquilla;1/05/2025;UG Fijo;268; $ 4.284.000 
AQI Whatsapp;1/05/2025;UG Fijo;60; $ 964.800 
Atento  Segundo Anillo;1/05/2025;UG Fijo;70; $ 1.115.007 
Atento Clientes Criticos;1/05/2025;UG Fijo;28; $ 440.000 
Atento Proactivo;1/05/2025;UG Fijo;110; $ 1.760.000 
Atento Swat Bogotá;1/05/2025;UG Fijo;600; $ 9.600.000 
Atento Traslados Pereira;1/05/2025;UG Fijo;375; $ 6.000.000 
BRM Filtro;1/05/2025;UG Fijo;337; $ 5.395.200 
BRM Masivo Medellín;1/05/2025;UG Fijo;321; $ 5.140.800 
BRM Whatsapp;1/05/2025;UG Fijo;60; $ 964.800 
COS Fidelización Bogotá;1/05/2025;UG Fijo;69; $ 1.100.000 
COS Masivo Bogotá;1/05/2025;UG Fijo;625; $ 9.996.000 
COS Segundo Anillo;1/05/2025;UG Fijo;70; $ 1.115.007 
Latcom;1/05/2025;UG Fijo;28; $ 440.000 
Millenium Masivo;1/05/2025;UG Fijo;161; $ 2.570.400 
Millenium Web Center;1/05/2025;UG Fijo;80; $ 1.286.400 
Nexa Masivo;1/05/2025;UG Fijo;143; $ 2.284.800 
ABAI Masivo;1/05/2025;UG Móvil;308; $ 3.150.000 
ABAI Proactivo;1/05/2025;UG Móvil;490; $ 5.000.000 
ABAI Segundo Anillo;1/05/2025;UG Móvil;0; $ -   
Almacontact Swat;1/05/2025;UG Móvil;34; $ 350.000 
AQI  Segundo Anillo;1/05/2025;UG Móvil;0; $ -   
AQI Masivo Barranquilla;1/05/2025;UG Móvil;308; $ 3.150.000 
AQI Whatsapp;1/05/2025;UG Móvil;88; $ 900.000 
Atento  Segundo Anillo;1/05/2025;UG Móvil;0; $ -   
Atento Clientes Criticos;1/05/2025;UG Móvil;392; $ 4.000.000 
Atento Proactivo;1/05/2025;UG Móvil;1273; $ 13.000.000 
Atento Swat Bogotá;1/05/2025;UG Móvil;39; $ 400.000 
Atento Traslados Pereira;1/05/2025;UG Móvil;24; $ 250.000 
BRM Filtro;1/05/2025;UG Móvil;0; $ -   
BRM Masivo Medellín;1/05/2025;UG Móvil;370; $ 3.780.000 
BRM Whatsapp;1/05/2025;UG Móvil;88; $ 900.000 
COS Fidelización Bogotá;1/05/2025;UG Móvil;783; $ 8.000.000 
COS Masivo Bogotá;1/05/2025;UG Móvil;720; $ 7.350.000 
COS Segundo Anillo;1/05/2025;UG Móvil;0; $ -   
Millenium Masivo;1/05/2025;UG Móvil;185; $ 1.890.000 
Millenium Web Center;1/05/2025;UG Móvil;118; $ 1.200.000 
Nexa Masivo;1/05/2025;UG Móvil;165; $ 1.680.000 
ABAI Masivo;1/05/2025;Ultra WiFi;1436; $ 236.669.950 
ABAI Proactivo;1/05/2025;Ultra WiFi;135; $ 22.323.045 
ABAI Segundo Anillo;1/05/2025;Ultra WiFi;357; $ 58.776.782 
Almacontact Swat;1/05/2025;Ultra WiFi;232; $ 38.268.357 
AQI  Segundo Anillo;1/05/2025;Ultra WiFi;99; $ 16.341.385 
AQI Masivo Barranquilla;1/05/2025;Ultra WiFi;635; $ 104.670.617 
AQI Whatsapp;1/05/2025;Ultra WiFi;610; $ 100.621.225 
Atento  Segundo Anillo;1/05/2025;Ultra WiFi;1569; $ 258.700.246 
Atento Clientes Criticos;1/05/2025;Ultra WiFi;58; $ 9.507.563 
Atento Proactivo;1/05/2025;Ultra WiFi;578; $ 95.316.401 
Atento Swat Bogotá;1/05/2025;Ultra WiFi;2106; $ 347.157.682 
Atento Traslados Pereira;1/05/2025;Ultra WiFi;3590; $ 591.832.647 
BRM Filtro;1/05/2025;Ultra WiFi;1783; $ 293.939.999 
BRM Masivo Medellín;1/05/2025;Ultra WiFi;1535; $ 253.034.521 
BRM Whatsapp;1/05/2025;Ultra WiFi;932; $ 153.575.034 
COS Fidelización Bogotá;1/05/2025;Ultra WiFi;105; $ 17.334.931 
COS Masivo Bogotá;1/05/2025;Ultra WiFi;988; $ 162.869.045 
COS Segundo Anillo;1/05/2025;Ultra WiFi;93; $ 15.355.995 
Latcom;1/05/2025;Ultra WiFi;58; $ 9.507.563 
Millenium Masivo;1/05/2025;Ultra WiFi;559; $ 92.111.257 
Millenium Web Center;1/05/2025;Ultra WiFi;245; $ 40.365.160 
Nexa Masivo;1/05/2025;Ultra WiFi;496; $ 81.720.595 
ABAI Masivo;1/06/2025;Adicionales;1441; $ 25.106.543 
ABAI Proactivo;1/06/2025;Adicionales;506; $ 8.816.038 
ABAI Segundo Anillo;1/06/2025;Adicionales;1273; $ 22.179.479 
Almacontact Swat;1/06/2025;Adicionales;1046; $ 18.224.458 
AQI  Segundo Anillo;1/06/2025;Adicionales;978; $ 17.039.694 
AQI Masivo Barranquilla;1/06/2025;Adicionales;1414; $ 24.636.122 
AQI Whatsapp;1/06/2025;Adicionales;782; $ 13.624.786 
Atento  Segundo Anillo;1/06/2025;Adicionales;5381; $ 93.753.163 
Atento Clientes Criticos;1/06/2025;Adicionales;664; $ 11.568.872 
Atento Proactivo;1/06/2025;Adicionales;9216; $ 160.570.368 
Atento Swat Bogotá;1/06/2025;Adicionales;7704; $ 134.226.792 
Atento Traslados Pereira;1/06/2025;Adicionales;818; $ 14.252.014 
BRM Filtro;1/06/2025;Adicionales;1466; $ 25.542.118 
BRM Masivo Medellín;1/06/2025;Adicionales;1770; $ 30.838.710 
BRM Whatsapp;1/06/2025;Adicionales;878; $ 15.297.394 
COS Fidelización Bogotá;1/06/2025;Adicionales;3707; $ 64.587.061 
COS Masivo Bogotá;1/06/2025;Adicionales;2769; $ 48.244.287 
COS Segundo Anillo;1/06/2025;Adicionales;7280; $ 126.839.440 
Latcom;1/06/2025;Adicionales;0; $ -   
Millenium Masivo;1/06/2025;Adicionales;2022; $ 35.229.306 
Millenium Web Center;1/06/2025;Adicionales;1372; $ 23.904.356 
Nexa Masivo;1/06/2025;Adicionales;564; $ 9.826.572 
ABAI Masivo;1/06/2025;Convergencia Móvil;672; $ -   
ABAI Proactivo;1/06/2025;Convergencia Móvil;0; $ -   
ABAI Segundo Anillo;1/06/2025;Convergencia Móvil;20; $ -   
Almacontact Swat;1/06/2025;Convergencia Móvil;19; $ -   
AQI  Segundo Anillo;1/06/2025;Convergencia Móvil;38; $ -   
AQI Masivo Barranquilla;1/06/2025;Convergencia Móvil;384; $ -   
AQI Whatsapp;1/06/2025;Convergencia Móvil;269; $ -   
Atento  Segundo Anillo;1/06/2025;Convergencia Móvil;19; $ -   
Atento Proactivo;1/06/2025;Convergencia Móvil;0; $ -   
Atento Swat Bogotá;1/06/2025;Convergencia Móvil;19; $ -   
Atento Traslados Pereira;1/06/2025;Convergencia Móvil;19; $ -   
BRM Filtro;1/06/2025;Convergencia Móvil;231; $ -   
BRM Masivo Medellín;1/06/2025;Convergencia Móvil;403; $ -   
BRM Whatsapp;1/06/2025;Convergencia Móvil;250; $ -   
COS Fidelización Bogotá;1/06/2025;Convergencia Móvil;0; $ -   
COS Masivo Bogotá;1/06/2025;Convergencia Móvil;807; $ -   
COS Segundo Anillo;1/06/2025;Convergencia Móvil;58; $ -   
Millenium Masivo;1/06/2025;Convergencia Móvil;327; $ -   
Millenium Web Center;1/06/2025;Convergencia Móvil;96; $ -   
Nexa Masivo;1/06/2025;Convergencia Móvil;173; $ -   
ABAI Masivo;1/06/2025;Internet;37; $ 1.295.000 
ABAI Proactivo;1/06/2025;Internet;8; $ 280.000 
ABAI Segundo Anillo;1/06/2025;Internet;20; $ 700.000 
Almacontact Swat;1/06/2025;Internet;9; $ 315.000 
AQI  Segundo Anillo;1/06/2025;Internet;31; $ 1.085.000 
AQI Masivo Barranquilla;1/06/2025;Internet;114; $ 3.990.000 
AQI Whatsapp;1/06/2025;Internet;62; $ 2.170.000 
Atento  Segundo Anillo;1/06/2025;Internet;104; $ 3.640.000 
Atento Clientes Criticos;1/06/2025;Internet;10; $ 350.000 
Atento Proactivo;1/06/2025;Internet;41; $ 1.435.000 
Atento Swat Bogotá;1/06/2025;Internet;61; $ 2.135.000 
Atento Traslados Pereira;1/06/2025;Internet;83; $ 2.905.000 
BRM Filtro;1/06/2025;Internet;51; $ 1.785.000 
BRM Masivo Medellín;1/06/2025;Internet;188; $ 6.580.000 
BRM Whatsapp;1/06/2025;Internet;114; $ 3.990.000 
COS Fidelización Bogotá;1/06/2025;Internet;10; $ 350.000 
COS Masivo Bogotá;1/06/2025;Internet;122; $ 4.270.000 
COS Segundo Anillo;1/06/2025;Internet;138; $ 4.830.000 
Latcom;1/06/2025;Internet;0; $ -   
Millenium Masivo;1/06/2025;Internet;34; $ 1.190.000 
Millenium Web Center;1/06/2025;Internet;19; $ 665.000 
Nexa Masivo;1/06/2025;Internet;18; $ 630.000 
ABAI Masivo;1/06/2025;Línea Nueva;5; $ 167.600 
ABAI Proactivo;1/06/2025;Línea Nueva;0; $ -   
ABAI Segundo Anillo;1/06/2025;Línea Nueva;1; $ 33.520 
Almacontact Swat;1/06/2025;Línea Nueva;2; $ 67.040 
AQI  Segundo Anillo;1/06/2025;Línea Nueva;0; $ -   
AQI Masivo Barranquilla;1/06/2025;Línea Nueva;5; $ 167.600 
AQI Whatsapp;1/06/2025;Línea Nueva;4; $ 134.080 
Atento  Segundo Anillo;1/06/2025;Línea Nueva;0; $ -   
Atento Proactivo;1/06/2025;Línea Nueva;0; $ -   
Atento Swat Bogotá;1/06/2025;Línea Nueva;1; $ 33.520 
Atento Traslados Pereira;1/06/2025;Línea Nueva;1; $ 33.520 
BRM Filtro;1/06/2025;Línea Nueva;2; $ 67.040 
BRM Masivo Medellín;1/06/2025;Línea Nueva;6; $ 201.120 
BRM Whatsapp;1/06/2025;Línea Nueva;2; $ 67.040 
COS Fidelización Bogotá;1/06/2025;Línea Nueva;1; $ 33.520 
COS Masivo Bogotá;1/06/2025;Línea Nueva;7; $ 234.640 
COS Segundo Anillo;1/06/2025;Línea Nueva;1; $ 33.520 
Millenium Masivo;1/06/2025;Línea Nueva;5; $ 167.600 
Millenium Web Center;1/06/2025;Línea Nueva;1; $ 33.520 
Nexa Masivo;1/06/2025;Línea Nueva;5; $ 167.600 
ABAI Masivo;1/06/2025;Migraciones;183; $ 6.134.160 
ABAI Proactivo;1/06/2025;Migraciones;0; $ -   
ABAI Segundo Anillo;1/06/2025;Migraciones;8; $ 268.160 
Almacontact Swat;1/06/2025;Migraciones;1; $ 33.520 
AQI  Segundo Anillo;1/06/2025;Migraciones;18; $ 603.360 
AQI Masivo Barranquilla;1/06/2025;Migraciones;85; $ 2.849.200 
AQI Whatsapp;1/06/2025;Migraciones;54; $ 1.810.080 
Atento  Segundo Anillo;1/06/2025;Migraciones;12; $ 402.240 
Atento Proactivo;1/06/2025;Migraciones;0; $ -   
Atento Swat Bogotá;1/06/2025;Migraciones;12; $ 402.240 
Atento Traslados Pereira;1/06/2025;Migraciones;1; $ 33.520 
BRM Filtro;1/06/2025;Migraciones;95; $ 3.184.400 
BRM Masivo Medellín;1/06/2025;Migraciones;176; $ 5.899.520 
BRM Whatsapp;1/06/2025;Migraciones;74; $ 2.480.480 
COS Fidelización Bogotá;1/06/2025;Migraciones;0; $ -   
COS Masivo Bogotá;1/06/2025;Migraciones;186; $ 6.234.720 
COS Segundo Anillo;1/06/2025;Migraciones;25; $ 838.000 
Millenium Masivo;1/06/2025;Migraciones;103; $ 3.452.560 
Millenium Web Center;1/06/2025;Migraciones;33; $ 1.106.160 
Nexa Masivo;1/06/2025;Migraciones;95; $ 3.184.400 
ABAI Masivo;1/06/2025;Portabilidad Pospago;46; $ 1.541.920 
ABAI Proactivo;1/06/2025;Portabilidad Pospago;0; $ -   
ABAI Segundo Anillo;1/06/2025;Portabilidad Pospago;8; $ 268.160 
Almacontact Swat;1/06/2025;Portabilidad Pospago;17; $ 569.840 
AQI  Segundo Anillo;1/06/2025;Portabilidad Pospago;15; $ 502.800 
AQI Masivo Barranquilla;1/06/2025;Portabilidad Pospago;136; $ 4.558.720 
AQI Whatsapp;1/06/2025;Portabilidad Pospago;35; $ 1.173.200 
Atento  Segundo Anillo;1/06/2025;Portabilidad Pospago;19; $ 636.880 
Atento Proactivo;1/06/2025;Portabilidad Pospago;0; $ -   
Atento Swat Bogotá;1/06/2025;Portabilidad Pospago;5; $ 167.600 
Atento Traslados Pereira;1/06/2025;Portabilidad Pospago;5; $ 167.600 
BRM Filtro;1/06/2025;Portabilidad Pospago;35; $ 1.173.200 
BRM Masivo Medellín;1/06/2025;Portabilidad Pospago;94; $ 3.150.880 
BRM Whatsapp;1/06/2025;Portabilidad Pospago;37; $ 1.240.240 
COS Fidelización Bogotá;1/06/2025;Portabilidad Pospago;9; $ 301.680 
COS Masivo Bogotá;1/06/2025;Portabilidad Pospago;87; $ 2.916.240 
COS Segundo Anillo;1/06/2025;Portabilidad Pospago;22; $ 737.440 
Millenium Masivo;1/06/2025;Portabilidad Pospago;28; $ 938.560 
Millenium Web Center;1/06/2025;Portabilidad Pospago;27; $ 905.040 
Nexa Masivo;1/06/2025;Portabilidad Pospago;45; $ 1.508.400 
ABAI Masivo;1/06/2025;Servicios Fijo;62; $ 2.908.917 
ABAI Proactivo;1/06/2025;Servicios Fijo;13; $ 617.043 
ABAI Segundo Anillo;1/06/2025;Servicios Fijo;34; $ 1.586.682 
Almacontact Swat;1/06/2025;Servicios Fijo;14; $ 675.809 
AQI  Segundo Anillo;1/06/2025;Servicios Fijo;53; $ 2.468.172 
AQI Masivo Barranquilla;1/06/2025;Servicios Fijo;196; $ 9.108.730 
AQI Whatsapp;1/06/2025;Servicios Fijo;105; $ 4.906.961 
Atento  Segundo Anillo;1/06/2025;Servicios Fijo;178; $ 8.286.006 
Atento Clientes Criticos;1/06/2025;Servicios Fijo;15; $ 734.575 
Atento Proactivo;1/06/2025;Servicios Fijo;73; $ 3.349.662 
Atento Swat Bogotá;1/06/2025;Servicios Fijo;104; $ 4.848.195 
Atento Traslados Pereira;1/06/2025;Servicios Fijo;143; $ 6.640.558 
BRM Filtro;1/06/2025;Servicios Fijo;88; $ 4.084.237 
BRM Masivo Medellín;1/06/2025;Servicios Fijo;324; $ 15.044.096 
BRM Whatsapp;1/06/2025;Servicios Fijo;195; $ 9.079.347 
COS Fidelización Bogotá;1/06/2025;Servicios Fijo;15; $ 734.575 
COS Masivo Bogotá;1/06/2025;Servicios Fijo;206; $ 9.637.624 
COS Segundo Anillo;1/06/2025;Servicios Fijo;238; $ 11.048.008 
Latcom;1/06/2025;Servicios Fijo;0; $ -   
Millenium Masivo;1/06/2025;Servicios Fijo;56; $ 2.644.470 
Millenium Web Center;1/06/2025;Servicios Fijo;30; $ 1.439.767 
Nexa Masivo;1/06/2025;Servicios Fijo;32; $ 1.469.150 
ABAI Masivo;1/06/2025;Tecnología;58; $ 14.940.145 
ABAI Proactivo;1/06/2025;Tecnología;5; $ 1.426.882 
ABAI Segundo Anillo;1/06/2025;Tecnología;14; $ 3.669.065 
Almacontact Swat;1/06/2025;Tecnología;5; $ 1.358.516 
AQI  Segundo Anillo;1/06/2025;Tecnología;4; $ 920.790 
AQI Masivo Barranquilla;1/06/2025;Tecnología;24; $ 6.198.412 
AQI Whatsapp;1/06/2025;Tecnología;22; $ 5.683.172 
Atento  Segundo Anillo;1/06/2025;Tecnología;77; $ 19.992.143 
Atento Clientes Criticos;1/06/2025;Tecnología;4; $ 1.111.866 
Atento Proactivo;1/06/2025;Tecnología;35; $ 9.102.064 
Atento Swat Bogotá;1/06/2025;Tecnología;75; $ 19.556.589 
Atento Traslados Pereira;1/06/2025;Tecnología;135; $ 35.007.745 
BRM Filtro;1/06/2025;Tecnología;69; $ 17.814.343 
BRM Masivo Medellín;1/06/2025;Tecnología;54; $ 13.980.059 
BRM Whatsapp;1/06/2025;Tecnología;39; $ 10.053.001 
COS Fidelización Bogotá;1/06/2025;Tecnología;3; $ 863.164 
COS Masivo Bogotá;1/06/2025;Tecnología;32; $ 8.251.280 
COS Segundo Anillo;1/06/2025;Tecnología;4; $ 940.740 
Latcom;1/06/2025;Tecnología;1; $ 277.967 
Millenium Masivo;1/06/2025;Tecnología;18; $ 4.667.123 
Millenium Web Center;1/06/2025;Tecnología;9; $ 2.295.085 
Nexa Masivo;1/06/2025;Tecnología;17; $ 4.373.990 
ABAI Masivo;1/06/2025;Terminales;74; $ 88.347.097 
ABAI Proactivo;1/06/2025;Terminales;7; $ 8.696.775 
ABAI Segundo Anillo;1/06/2025;Terminales;5; $ 6.373.379 
Almacontact Swat;1/06/2025;Terminales;1; $ 1.164.276 
AQI  Segundo Anillo;1/06/2025;Terminales;0; $ -   
AQI Masivo Barranquilla;1/06/2025;Terminales;73; $ 86.795.905 
AQI Whatsapp;1/06/2025;Terminales;41; $ 48.479.911 
Atento  Segundo Anillo;1/06/2025;Terminales;2; $ 2.949.856 
Atento Clientes Criticos;1/06/2025;Terminales;3; $ 3.000.000 
Atento Proactivo;1/06/2025;Terminales;0; $ -   
Atento Swat Bogotá;1/06/2025;Terminales;0; $ 467.654 
Atento Traslados Pereira;1/06/2025;Terminales;1; $ 985.847 
BRM Filtro;1/06/2025;Terminales;121; $ 145.022.475 
BRM Masivo Medellín;1/06/2025;Terminales;60; $ 72.202.265 
BRM Whatsapp;1/06/2025;Terminales;52; $ 62.418.390 
COS Fidelización Bogotá;1/06/2025;Terminales;0; $ -   
COS Masivo Bogotá;1/06/2025;Terminales;199; $ 237.625.446 
COS Segundo Anillo;1/06/2025;Terminales;19; $ 22.999.534 
Latcom;1/06/2025;Terminales;0; $ -   
Millenium Masivo;1/06/2025;Terminales;35; $ 42.315.735 
Millenium Web Center;1/06/2025;Terminales;10; $ 12.192.812 
Nexa Masivo;1/06/2025;Terminales;31; $ 37.574.195 
ABAI Masivo;1/06/2025;UG Fijo;250; $ 4.000.000 
ABAI Proactivo;1/06/2025;UG Fijo;38; $ 608.000 
ABAI Segundo Anillo;1/06/2025;UG Fijo;21; $ 336.000 
Almacontact Swat;1/06/2025;UG Fijo;490; $ 7.840.000 
AQI  Segundo Anillo;1/06/2025;UG Fijo;59; $ 944.000 
AQI Masivo Barranquilla;1/06/2025;UG Fijo;250; $ 4.000.000 
AQI Whatsapp;1/06/2025;UG Fijo;56; $ 896.000 
Atento  Segundo Anillo;1/06/2025;UG Fijo;65; $ 1.040.000 
Atento Clientes Criticos;1/06/2025;UG Fijo;313; $ 5.008.000 
Atento Proactivo;1/06/2025;UG Fijo;103; $ 1.648.000 
Atento Swat Bogotá;1/06/2025;UG Fijo;560; $ 8.960.000 
Atento Traslados Pereira;1/06/2025;UG Fijo;350; $ 5.600.000 
BRM Filtro;1/06/2025;UG Fijo;315; $ 5.040.000 
BRM Masivo Medellín;1/06/2025;UG Fijo;300; $ 4.800.000 
BRM Whatsapp;1/06/2025;UG Fijo;56; $ 896.000 
COS Fidelización Bogotá;1/06/2025;UG Fijo;64; $ 1.024.000 
COS Masivo Bogotá;1/06/2025;UG Fijo;584; $ 9.344.000 
COS Segundo Anillo;1/06/2025;UG Fijo;65; $ 1.040.000 
Latcom;1/06/2025;UG Fijo;26; $ 416.000 
Millenium Masivo;1/06/2025;UG Fijo;150; $ 2.400.000 
Millenium Web Center;1/06/2025;UG Fijo;75; $ 1.200.000 
Nexa Masivo;1/06/2025;UG Fijo;133; $ 2.128.000 
ABAI Masivo;1/06/2025;UG Móvil;308; $ 3.150.000 
ABAI Proactivo;1/06/2025;UG Móvil;686; $ 7.000.000 
ABAI Segundo Anillo;1/06/2025;UG Móvil;0; $ -   
Almacontact Swat;1/06/2025;UG Móvil;34; $ 350.000 
AQI  Segundo Anillo;1/06/2025;UG Móvil;0; $ -   
AQI Masivo Barranquilla;1/06/2025;UG Móvil;308; $ 3.150.000 
AQI Whatsapp;1/06/2025;UG Móvil;88; $ 900.000 
Atento  Segundo Anillo;1/06/2025;UG Móvil;0; $ -   
Atento Proactivo;1/06/2025;UG Móvil;1469; $ 15.000.000 
Atento Swat Bogotá;1/06/2025;UG Móvil;39; $ 400.000 
Atento Traslados Pereira;1/06/2025;UG Móvil;24; $ 250.000 
BRM Filtro;1/06/2025;UG Móvil;0; $ -   
BRM Masivo Medellín;1/06/2025;UG Móvil;370; $ 3.780.000 
BRM Whatsapp;1/06/2025;UG Móvil;88; $ 900.000 
COS Fidelización Bogotá;1/06/2025;UG Móvil;783; $ 8.000.000 
COS Masivo Bogotá;1/06/2025;UG Móvil;720; $ 7.350.000 
COS Segundo Anillo;1/06/2025;UG Móvil;0; $ -   
Millenium Masivo;1/06/2025;UG Móvil;185; $ 1.890.000 
Millenium Web Center;1/06/2025;UG Móvil;118; $ 1.200.000 
Nexa Masivo;1/06/2025;UG Móvil;165; $ 1.680.000 
ABAI Masivo;1/06/2025;Ultra WiFi;1539; $ 253.799.867 
ABAI Proactivo;1/06/2025;Ultra WiFi;147; $ 24.239.549 
ABAI Segundo Anillo;1/06/2025;Ultra WiFi;378; $ 62.329.266 
Almacontact Swat;1/06/2025;Ultra WiFi;140; $ 23.078.169 
AQI  Segundo Anillo;1/06/2025;Ultra WiFi;95; $ 15.642.172 
AQI Masivo Barranquilla;1/06/2025;Ultra WiFi;639; $ 105.297.246 
AQI Whatsapp;1/06/2025;Ultra WiFi;586; $ 96.544.456 
Atento  Segundo Anillo;1/06/2025;Ultra WiFi;2060; $ 339.622.086 
Atento Clientes Criticos;1/06/2025;Ultra WiFi;115; $ 18.888.134 
Atento Proactivo;1/06/2025;Ultra WiFi;938; $ 154.623.839 
Atento Swat Bogotá;1/06/2025;Ultra WiFi;2015; $ 332.222.981 
Atento Traslados Pereira;1/06/2025;Ultra WiFi;3607; $ 594.703.788 
BRM Filtro;1/06/2025;Ultra WiFi;1836; $ 302.626.102 
BRM Masivo Medellín;1/06/2025;Ultra WiFi;1440; $ 237.490.142 
BRM Whatsapp;1/06/2025;Ultra WiFi;1036; $ 170.778.146 
COS Fidelización Bogotá;1/06/2025;Ultra WiFi;89; $ 14.663.231 
COS Masivo Bogotá;1/06/2025;Ultra WiFi;850; $ 140.170.914 
COS Segundo Anillo;1/06/2025;Ultra WiFi;97; $ 15.981.078 
Latcom;1/06/2025;Ultra WiFi;29; $ 4.722.033 
Millenium Masivo;1/06/2025;Ultra WiFi;481; $ 79.284.044 
Millenium Web Center;1/06/2025;Ultra WiFi;236; $ 38.988.390 
Nexa Masivo;1/06/2025;Ultra WiFi;451; $ 74.304.367 
ABAI Masivo;1/07/2025;Adicionales;1126; $ 19.618.298 
ABAI Proactivo;1/07/2025;Adicionales;354; $ 6.167.742 
ABAI Segundo Anillo;1/07/2025;Adicionales;1752; $ 30.525.096 
Almacontact Swat;1/07/2025;Adicionales;281; $ 4.895.863 
AQI  Segundo Anillo;1/07/2025;Adicionales;1544; $ 26.901.112 
AQI Masivo Barranquilla;1/07/2025;Adicionales;1231; $ 21.447.713 
AQI Whatsapp;1/07/2025;Adicionales;739; $ 12.875.597 
Atento  Segundo Anillo;1/07/2025;Adicionales;5898; $ 102.760.854 
Atento Clientes Criticos;1/07/2025;Adicionales;579; $ 10.087.917 
Atento Proactivo;1/07/2025;Adicionales;11748; $ 204.685.404 
Atento Swat Bogotá;1/07/2025;Adicionales;3426; $ 59.691.198 
Atento Traslados Pereira;1/07/2025;Adicionales;1028; $ 17.910.844 
BRM Filtro;1/07/2025;Adicionales;1743; $ 30.368.289 
BRM Masivo Medellín;1/07/2025;Adicionales;1377; $ 23.991.471 
BRM Whatsapp;1/07/2025;Adicionales;828; $ 14.426.244 
COS Fidelización Bogotá;1/07/2025;Adicionales;3080; $ 53.662.840 
COS Masivo Bogotá;1/07/2025;Adicionales;2586; $ 45.055.878 
COS Segundo Anillo;1/07/2025;Adicionales;10470; $ 182.418.810 
Latcom;1/07/2025;Adicionales;17; $ 296.191 
Millenium Masivo;1/07/2025;Adicionales;1952; $ 34.009.696 
Millenium Web Center;1/07/2025;Adicionales;975; $ 16.987.425 
Nexa Masivo;1/07/2025;Adicionales;495; $ 8.624.385 
ABAI Masivo;1/07/2025;Convergencia Móvil;26; $ -   
